,Brand Name,Review,Review Date,Review Website,Star Ratings
7,Jeep Compass,"Bad too bad. Mileage is just 5 , company claims 15. It""s a hole in your pcoket",13 Sep 2019,www.zigwheels.com,1.0
8,Jeep Compass,"It is smooth, refined, punchy, fun to drive with good handling characteristic.",3 Sep 2019,www.zigwheels.com,5.0
9,Jeep Compass,"jeep compass is the best luxurious suv we could ever think of.It's actually the level of audi or BMW.but the only thing is that,the public is not aware of it.",11 Jan 2019,www.zigwheels.com,5.0
0,Jeep Compass,So much fun to drive.,                by Jeep Peep                from Farmington MN                on Fri Aug 03 2018,www.cars.com,5
1,Jeep Compass,Very nice car in the price range,                by Willd1123                on Sun Jul 22 2018,www.cars.com,5
2,Jeep Compass,Most reliable car I’ve owned.,"                by m_fairfield5                from Fisher, IL                on Wed Mar 07 2018",www.cars.com,5
3,Jeep Compass,we  almost everything about our 2018 Jeep Compass,"                by Campman1965                from Bethel , Pa.                on Sat Jan 12 2019",www.cars.com,5
4,Jeep Compass,2018 compass,"                by Tyler1022                from Asheville, NC                on Sat Nov 10 2018",www.cars.com,5
5,Jeep Compass,Very Satisfied,"                by Kansas 2018 Jeep Compass Fan                from Manhattan, KS                on Thu Dec 06 2018",www.cars.com,5
6,Jeep Compass,You will LOVE IT too!,                by Spinning                from STEUBENVILLE OH                on Fri Feb 08 2019,www.cars.com,5
7,Jeep Compass,First new car since 2001,"                by Iamthewalrus653                from Bay City, Mi                on Thu Nov 01 2018",www.cars.com,5
8,Jeep Compass,2018 Jeep Compass Limited Left me stranded twice,                by Waitingforafix                from Ct                on Sun Jan 13 2019,www.cars.com,5
9,Jeep Compass,2018 Jeep Compass is great,"                by caseyd                from Washington, DC                on Wed Jun 26 2019",www.cars.com,5
10,Jeep Compass,Jeep Compass 2018 - Great vehicle!,"                by Chris                from Front Royal, VA                on Wed Jan 23 2019",www.cars.com,5
11,Jeep Compass,Perfect compact SUV,"                by Bella                from Buffalo, NY                on Fri Dec 07 2018",www.cars.com,5
12,Jeep Compass,"My new Jeep Compass is built with quality,comfort.","                by Harpo 7                from Freeland,Pa.                on Fri Dec 14 2018",www.cars.com,5
13,Jeep Compass,2018 Compass Trailhawk,                by NoLie                from Elkhart IN                on Tue Jan 29 2019,www.cars.com,5
14,Jeep Compass,A Prius engine in a Jeeps body,"                by AmandaD21120                from Monkton, MD                on Sat Mar 02 2019",www.cars.com,5
15,Jeep Compass,Bells and Whistles,"                by John                from Kingsport, TN                on Wed Feb 27 2019",www.cars.com,5
16,Jeep Compass,Lots to love,                by TJ                from Alexandria MN                on Thu Feb 21 2019,www.cars.com,5
17,Jeep Compass,Best car ever.,"                by CNB                from Belmont, MA                on Wed Aug 21 2019",www.cars.com,5
18,Jeep Compass,Loaded with features,"                by Lidia                from Mendon, MA                on Sat Dec 15 2018",www.cars.com,5
19,Jeep Compass,"We love this Compass. Have owned since March, 2018","                by AJP/owner                from Bay City, Mi                on Fri Aug 09 2019",www.cars.com,5
20,Jeep Compass,This is the first all wheel drive owend,                by Faster the better                from Minden ont mostly in the sticks.                on Sun Aug 19 2018,www.cars.com,5
21,Jeep Compass,Best Jeep ever I love it.,                by Bella Bella                from Maywood                on Wed Jan 16 2019,www.cars.com,5
22,Jeep Compass,Most reliable car I’ve owned.  Luv it!,"                by Denise69                from Hamilton, NJ                on Tue May 01 2018",www.cars.com,5
23,Jeep Compass,I love this Jeep!,"                by Shannonk                from Myrtle Beach, SC                on Thu Dec 20 2018",www.cars.com,5
24,Jeep Compass,Love this car,                by Page                from Michigan                on Fri Mar 09 2018,www.cars.com,5
25,Jeep Compass,Great car perfect for us,"                by The Breeze 44                from Yulee ,Florida                on Fri Dec 07 2018",www.cars.com,5
26,Jeep Compass,I feel INVINCIBLE!,                by Lac16701                from Bradford. PA                on Fri Dec 28 2018,www.cars.com,5
27,Jeep Compass,Love everything about this car !,                by LauraM                from London Ontario                on Thu Dec 06 2018,www.cars.com,5
28,Jeep Compass,We love it.,                by Marv and Jeannie                from Tx                on Mon Jul 30 2018,www.cars.com,5
29,Jeep Compass,Amazing accommodations and performance,                by Jfarrior3                from Virginia Beach VA                on Sun Dec 02 2018,www.cars.com,5
30,Jeep Compass,Love everything about this car !,                by LauraM                from London Ontario                on Thu Dec 06 2018,www.cars.com,5
31,Jeep Compass,Best Jeep ever I love it.,                by Bella Bella                from Maywood                on Wed Jan 16 2019,www.cars.com,5
32,Jeep Compass,Love this car,                by Page                from Michigan                on Fri Mar 09 2018,www.cars.com,5
33,Jeep Compass,I love this Jeep!,"                by Shannonk                from Myrtle Beach, SC                on Thu Dec 20 2018",www.cars.com,5
34,Jeep Compass,Best Car i’ve owned,"                by Shelbyrei                from Alliance, OH                on Wed Dec 05 2018",www.cars.com,5
35,Jeep Compass,Most Reliable and Beat Car I’ve Owned,"                by Runner1233                from Monticello, MN                on Mon Jun 03 2019",www.cars.com,5
36,Jeep Compass,Only owned it a week and a half .,                by silver bullet                from haverhill Ma.                on Mon Feb 25 2019,www.cars.com,5
37,Jeep Compass,We love it.,                by Marv and Jeannie                from Tx                on Mon Jul 30 2018,www.cars.com,5
38,Jeep Compass,Great car,"                by Narilyn                from Grove, Ok                on Wed Jun 05 2019",www.cars.com,5
39,Jeep Compass,Fast and sporty,"                by Rogue Jeep                from Seward, Ak                on Thu Jan 11 2018",www.cars.com,5
40,Jeep Compass,Fiery xxxxx,"                by Fiery xxxxx                from Montello, WI                on Fri Jun 29 2018",www.cars.com,5
41,Jeep Compass,Very Happy,                by Steve1214                from Cranston                on Fri Jan 05 2018,www.cars.com,5
42,Jeep Compass,Great SUV,                by upsmanchris                from MN                on Fri Dec 29 2017,www.cars.com,5
43,Jeep Compass,Great vehicle,                by Jeepluvr                from Denver                on Thu Mar 15 2018,www.cars.com,5
44,Jeep Compass,Great Small SUV,                by NJ1                on Mon Sep 18 2017,www.cars.com,5
45,Jeep Compass,Great Balance,                by Kuba                on Fri Jul 14 2017,www.cars.com,5
46,Jeep Compass,Very solid vehicle,                by FrankT                from Mineola NY                on Sat Apr 07 2018,www.cars.com,5
47,Jeep Compass,Nice small SUV for the money,                by Nyce Ryd                from Upstate NY                on Thu Nov 16 2017,www.cars.com,5
48,Jeep Compass,Recommend it to everyone!,"                by AshleyRN                from Lakeville, MN                on Fri Oct 06 2017",www.cars.com,5
49,Jeep Compass,Jeep love,                by Gina                from Iowa                on Mon Feb 12 2018,www.cars.com,5
50,Jeep Compass,This is the best car i ever had.very comfortable.,"                by mamaboley                from Louisville,  Ohio                on Sun Oct 08 2017",www.cars.com,5
51,Jeep Compass,Great value for price!,                by JHMichSportsFan                from Ann Arbor                on Thu Feb 22 2018,www.cars.com,5
52,Jeep Compass,Fantastic Car,"                by Chantel                from Chicago, IL                on Mon Nov 27 2017",www.cars.com,5
53,Jeep Compass,fun to drive,"                by jeep lover                from baltimore, md                on Thu Nov 09 2017",www.cars.com,5
54,Jeep Compass,traded in 98 wrangler with 200k miles for compass,                by criello70                from florida                on Wed Aug 15 2018,www.cars.com,5
55,Jeep Compass,Best First Time Buyer Choice Ever,"                by Izzy                from Florien, la                on Wed Nov 01 2017",www.cars.com,5
56,Jeep Compass,Best car I havee eve rented. Will be my next car.,"                by Deanna K                from Culdesac, Idaho                on Sat Nov 25 2017",www.cars.com,5
57,Jeep Compass,Compass Trailhawk Best Car I ever owned,"                by DonL                from Chattanooga,  TN                on Mon Jun 25 2018",www.cars.com,5
58,Jeep Compass,Nice midsize SUV,                by Kat.waddell2018                from Simpsonville SC                on Mon Jul 30 2018,www.cars.com,5
59,Jeep Compass,has dash light issues,                by mad jeep owner                on Sat Oct 14 2017,www.cars.com,5
60,Jeep Compass,Compass trailhawk,"                by Vhaeraun                from Garrettsville, OH                on Mon Nov 06 2017",www.cars.com,5
61,Jeep Compass,Best Car I've ever Done a Test Drive,"                by Phoebem                from Fargo, ND                on Mon Dec 11 2017",www.cars.com,5
62,Jeep Compass,I like this car more than I thought I would.,                by Roseann                from Southfield Michigan                on Mon Oct 30 2017,www.cars.com,5
63,Jeep Compass,New to Jeep family,"                by Brandon                from Chicago, IL                on Mon Jan 08 2018",www.cars.com,5
64,Jeep Compass,1st brand new car,                by SaraS                from Melrose Park IL                on Tue Jul 24 2018,www.cars.com,5
65,Jeep Compass,Best driving vechicle ive owned,                by Johnny miller                from Twinlake michigan                on Mon Oct 15 2018,www.cars.com,5
66,Jeep Compass,Most comfortable small SUV,"                by PeterAMT                from Burlington, Wisconsin                on Thu Nov 09 2017",www.cars.com,5
67,Jeep Compass,Best purchase I've ever made,                by Gusbus314                from San Angelo                on Sun Aug 05 2018,www.cars.com,5
68,Jeep Compass,Sleek and efficient,                by Viv                from                  on Mon Sep 18 2017,www.cars.com,5
69,Jeep Compass,Most disappointing Chrylser or any product ever.,                by Old Dodge Man                from Gulfport MS                on Wed Feb 27 2019,www.cars.com,5
70,Jeep Compass,Love this vehicle but have once concern,"                by Nay518                from Bronx, New York                on Fri Aug 10 2018",www.cars.com,5
71,Jeep Compass,Much improved for the 2018 model,"                by xlate011370                from Cleveland, OH                on Wed Dec 06 2017",www.cars.com,5
72,Jeep Compass,Most comfortable car I’ve owned.,                by Jeeplover                from Covington KY                on Fri Mar 02 2018,www.cars.com,5
73,Jeep Compass,First time Jeep owner,                by Sandra Pleased owner                from Spokane                on Sat Aug 25 2018,www.cars.com,5
74,Jeep Compass,Nicest car I've ever owned,"                by Dave W                from Palatka, FL                on Sat Oct 20 2018",www.cars.com,5
75,Jeep Compass,Love my Jeep,                by Angela                from Marion                on Tue Jul 10 2018,www.cars.com,5
76,Jeep Compass,Love my new car!,"                by Cherisr                from Dallas, pa                on Sun Oct 22 2017",www.cars.com,5
77,Jeep Compass,Love it,                by Kris                from Buffalo NY                on Wed Sep 20 2017,www.cars.com,5
78,Jeep Compass,Inoperable after only 12 days,"                by Heartbroken in Marion                from Marion, LA                on Wed Jul 25 2018",www.cars.com,5
79,Jeep Compass,most reliable car.,                by titojorgie                from elmhurst NY                on Thu Aug 10 2017,www.cars.com,5
80,Jeep Compass,most reliable car.,                by titojorgie                from elmhurst NY                on Thu Aug 10 2017,www.cars.com,5
81,Jeep Compass,Engine and electronics died,                by mparty                from ontario. Canada                on Wed May 02 2018,www.cars.com,5
82,Jeep Compass,Fasten Your Seatbelts Everybody!,"                by TDarnell                from Philadelphia, PA                on Tue Aug 28 2018",www.cars.com,5
83,Jeep Compass,Just acquired it but a lot of bang for your buck!!,"                by Sarah72                from Fort Wayne, IN                on Wed Oct 03 2018",www.cars.com,5
84,Jeep Compass,This is the 3rd new compass  since 2012,"                by Nickship                from Shippensburg, Pa                on Sat Jun 23 2018",www.cars.com,5
85,Jeep Compass,FROM RAGS TO RICHES,                by NYROSIE                from ALBANY                on Mon Jul 02 2018,www.cars.com,5
86,Jeep Compass,My very 1st car and I love it,"                by Lily s                from Lincoln Park, NJ                on Thu Oct 04 2018",www.cars.com,5
87,Jeep Compass,my first brand new vehicle,                by dfm042297                from Grande Prairie                on Sun May 06 2018,www.cars.com,5
88,Jeep Compass,Very pleased,"                by Sorel Nemcik                from Raleigh, NC                on Sat Nov 25 2017",www.cars.com,5
89,Jeep Compass,Love This Jeep,                by Doglady1                from Dandridge Tn                on Fri Jun 15 2018,www.cars.com,5
90,Jeep Compass,Best Car ever,                by Jeep                from Temperance MI                on Thu Oct 05 2017,www.cars.com,5
91,Jeep Compass,Idk if it’s the car or the company,                by Duped again                from New york ny                on Wed Mar 13 2019,www.cars.com,5
92,Jeep Compass,Excellent winter vehicle.,"                by Porter                from Breckenridge, MN                on Mon Nov 19 2018",www.cars.com,5
93,Jeep Compass,Cute Jeep,                by Cindy’s Jeep                from WY                on Thu Jul 05 2018,www.cars.com,5
94,Jeep Compass,good-looking car,"                by happy                from madison, wisconsin                on Mon Oct 09 2017",www.cars.com,5
95,Jeep Compass,I've only had it a couple weeks,"                by Colorado                from Fairplay, CO                on Wed Apr 04 2018",www.cars.com,5
96,Jeep Compass,Most reliable car I’ve owned,                by Mr Grey                from Sasckachewan                on Fri Mar 23 2018,www.cars.com,5
97,Jeep Compass,Bought a new car,"                by Robinhood                from Albany,Ga                on Sun Jul 01 2018",www.cars.com,5
98,Jeep Compass,Good car but not for elderly,"                by bruffolo                from chesterfield, mi                on Wed May 23 2018",www.cars.com,5
99,Jeep Compass,Just bought it this past Thursday,                by Robin Jeep Compass                from Sobieski Wi                on Sat May 26 2018,www.cars.com,5
100,Jeep Compass,Bought a new car,"                by Robinhood                from Albany,Ga                on Sun Jul 01 2018",www.cars.com,5
101,Jeep Compass,Front end is weak,"                by Parkman123                from Fredericton, NB                on Thu Jun 14 2018",www.cars.com,5
102,Jeep Compass,Never Buy This Car,"                by CarCat15                from Traverse City, MI                on Sun May 20 2018",www.cars.com,5
103,Jeep Compass,"a nice car, comfortable, and a pleasure to drive",                by delcar                on Wed Oct 18 2017,www.cars.com,5
104,Jeep Compass,I'm in love with my Jeep Compass,"                by Kay P                from Boston, MA                on Tue Nov 13 2018",www.cars.com,5
105,Jeep Compass,Enjoying my new Compass,"                by Cupcakelou                from Buffalo, N Y                on Sun Feb 11 2018",www.cars.com,5
106,Jeep Compass,"Most Reliable and Safest Car I have owned,.",                by Blue Moon                from Tampa Fl                on Thu Aug 16 2018,www.cars.com,5
107,Jeep Compass,Good Car,                by Goesssis                on Tue Jul 31 2018,www.cars.com,5
108,Jeep Compass,Nice vehicle for the money,"                by Rotcmom10                from Port Richey,Fl                on Sat Sep 22 2018",www.cars.com,5
109,Jeep Compass,I love this Car! Friends give alot of compliments,                by Melon3149                from Orlando                on Thu Jul 19 2018,www.cars.com,5
110,Jeep Compass,LEMON!,"                by Dom1227                from Ft Lauderdale, Fl                on Sun Dec 02 2018",www.cars.com,5
111,Jeep Compass,"Most smooth riding, stylish, and fully equipped!","                by Sara, jeep lover                from Kellogg IA                on Sat Nov 18 2017",www.cars.com,5
112,Jeep Compass,Fuel Efficient and Fabulous!,                by Dynamic Deb                from Calgary AB                on Tue Aug 14 2018,www.cars.com,5
113,Jeep Compass,Enjoying my new Compass,"                by Cupcakelou                from Buffalo, N Y                on Sun Feb 11 2018",www.cars.com,5
114,Jeep Compass,"a nice car, comfortable, and a pleasure to drive",                by delcar                on Wed Oct 18 2017,www.cars.com,5
115,Jeep Compass,Jeep Compass Sport,"                by firecracker                from Hephzibah, Georgia                on Sat Nov 10 2018",www.cars.com,5
116,Jeep Compass,Nice vehicle for the money,"                by Rotcmom10                from Port Richey,Fl                on Sat Sep 22 2018",www.cars.com,5
117,Jeep Compass,Most Noisy Vehicle,                by Scorpiobaby75                from Durham NC                on Mon Mar 25 2019,www.cars.com,5
118,Jeep Compass,"Most Reliable and Safest Car I have owned,.",                by Blue Moon                from Tampa Fl                on Thu Aug 16 2018,www.cars.com,5
119,Jeep Compass,I'm in love with my Jeep Compass,"                by Kay P                from Boston, MA                on Tue Nov 13 2018",www.cars.com,5
120,Jeep Compass,Most versatille car I've owned.,                by aafjeep                on Mon Sep 25 2017,www.cars.com,5
121,Jeep Compass,Best mid size suv on the market,                by Nelson83                on Thu Nov 09 2017,www.cars.com,5
122,Jeep Compass,Where is the storage !!,                by Mrs C                from Massachusetts                on Tue Oct 24 2017,www.cars.com,5
123,Jeep Compass,"Safe, comfortable & graceful: she loves me deeply","                by annlenovo5                from Winnipeg, CA                on Tue Nov 21 2017",www.cars.com,5
124,Jeep Compass,Gorgeous vehicle,"                by Lisa Arbogast                from Elkins, WV                on Tue Nov 14 2017",www.cars.com,5
125,Jeep Compass,What A Big Difference!,"                by Ksolo620                from North Port, Fl                on Mon Nov 26 2018",www.cars.com,5
126,Jeep Compass,I like my car,                by Ostentatious1                on Wed Aug 22 2018,www.cars.com,5
127,Jeep Compass,Nissan Sentra to a Jeep Compass,                by Sheena                from Chicago Illinois                on Mon Nov 19 2018,www.cars.com,5
128,Jeep Compass,The car is smarter than I am.,                by Jeep Fan                from Grand Rapids MI                on Mon Feb 11 2019,www.cars.com,5
129,Jeep Compass,New lease,"                by VIZZY44                from HENDERSON, NC                on Fri Jan 18 2019",www.cars.com,5
130,Jeep Compass,New lease,"                by VIZZY44                from HENDERSON, NC                on Fri Jan 18 2019",www.cars.com,5
131,Jeep Compass,I love my 2018 Jeep Compass!,                by JeepFan                from Minnesota                on Thu May 17 2018,www.cars.com,5
132,Jeep Compass,Most reliable car I own,"                by Adrian                from CANTON, Ohio                on Thu Feb 01 2018",www.cars.com,5
133,Jeep Compass,I like my car,                by Ostentatious1                on Wed Aug 22 2018,www.cars.com,5
134,Jeep Compass,What A Big Difference!,"                by Ksolo620                from North Port, Fl                on Mon Nov 26 2018",www.cars.com,5
135,Jeep Compass,I love my new car,"                by Debbie Meyer                from Anderson, sc                on Wed Feb 07 2018",www.cars.com,5
136,Jeep Compass,2018 Jeep Compass,"                by AFTEN                from Oklahoma City, Ok                on Wed Jan 03 2018",www.cars.com,5
137,Jeep Compass,Nicest and Most Reliable Car I Have Ever Owned,"                by awem                from Kent, Ohio                on Mon Apr 23 2018",www.cars.com,5
138,Jeep Compass,Needed a new engine at 2450 miles.,"                by Pam                from Pawleys Island, SC                on Sun Mar 31 2019",www.cars.com,5
139,Jeep Compass,GO JEEP YOU WILL LOVE IT !,"                by GO JEEP  (:                from THOMASVILLE, GEORGIA                on Sat Jun 09 2018",www.cars.com,5
140,Jeep Compass,Love my Jeep Compass!,"                by Jeeplover                from Dallas, Texas                on Wed Jun 20 2018",www.cars.com,5
141,Jeep Compass,Awesome new Compass,"                by New Compass Buyer                from Lynchburg, VA                on Sun Oct 01 2017",www.cars.com,5
142,Jeep Compass,Most reliable car I own,"                by Adrian                from CANTON, Ohio                on Thu Feb 01 2018",www.cars.com,5
143,Jeep Compass,Tight Space,                by sonais7                from Philadelphia                on Tue Apr 03 2018,www.cars.com,5
144,Jeep Compass,Do not buy this SUV!,                by Oct10                from El Paso                on Thu May 10 2018,www.cars.com,5
145,Jeep Compass,The illusion of the compass,                by KJeep                from NY                on Sun Feb 25 2018,www.cars.com,5
146,Jeep Compass,very reliable,"                by russ brown                from albemarle, n.c.                on Mon Dec 11 2017",www.cars.com,5
147,Jeep Compass,Most exciting car I've ever owned!,"                by nhynd15                from Canton, OH                on Mon Jun 18 2018",www.cars.com,5
148,Jeep Compass,Pile of junk,"                by Gz7777                from Detroit, MI                on Wed Oct 24 2018",www.cars.com,5
149,Jeep Compass,Look into the SUV,"                by Sports SUV                from Summerfield, FL                on Thu Mar 08 2018",www.cars.com,5
150,Jeep Compass,Buyers Remorse,                by No more jeeps                on Wed Jun 06 2018,www.cars.com,5
151,Jeep Compass,Least reliable vehicle that I have owned.,"                by Brook Trout                from Hayward, Wis                on Tue Oct 30 2018",www.cars.com,5
152,Jeep Compass,Glad it was a rental! Uncomfortable and horrible,                by Michael                from Rocky Mount                on Sat Dec 29 2018,www.cars.com,5
153,Jeep Compass,Like a tiny home after owning a truck,"                by former Dakota owner                from Forestville, NY                on Fri Oct 20 2017",www.cars.com,5
154,Jeep Compass,Best car I've owned!,                by Brian                on Sat Nov 04 2017,www.cars.com,5
155,Jeep Compass,Buy a used Patriot,"                by Iris Guy                from Kuna, Idaho                on Fri Jun 22 2018",www.cars.com,5
156,Jeep Compass,Love it!,                by CasieW                from Raleigh                on Fri Feb 23 2018,www.cars.com,5
157,Jeep Compass,Unreliable,"                by Outdoorsman                from Billings, MT                on Thu Jan 24 2019",www.cars.com,5
158,Jeep Compass,Very attractive and fun car,"                by Jeep fan                from Salem, OR                on Thu Feb 15 2018",www.cars.com,5
159,Jeep Compass,Best car,"                by Mare123                from WLB, NJ                on Thu Feb 01 2018",www.cars.com,5
160,Jeep Compass,Most solid compact SUV for the money,"                by SUZIEKLIND                from ZIM, MN                on Fri May 18 2018",www.cars.com,5
161,Jeep Compass,Perfect SUV for price value,"                by Ricardo Medina                from Novi, MI                on Thu Nov 15 2018",www.cars.com,5
162,Jeep Compass,Best car,"                by Mare123                from WLB, NJ                on Thu Feb 01 2018",www.cars.com,5
163,Jeep Compass,Excellent exterior styling,"                by TJ                from El Paso, Texas                on Fri Jan 26 2018",www.cars.com,5
164,Jeep Compass,my first brand new vehicle,                by Darleen                from Tennessee                on Thu Apr 26 2018,www.cars.com,5
165,Jeep Compass,Very attractive and fun car,"                by Jeep fan                from Salem, OR                on Thu Feb 15 2018",www.cars.com,5
166,Jeep Compass,Dangerous car,"                by CarMrs.                from Boston, Ma                on Sun Aug 26 2018",www.cars.com,5
167,Jeep Compass,I love it it reads my texts!,                by Just what the doctor ordered                from Adventure new england                on Tue May 15 2018,www.cars.com,5
168,Jeep Compass,"top, Top, TOP NOTCH!!!",                by bmur                from New York State                on Wed Dec 27 2017,www.cars.com,5
