,Review Text,Review Date,Star Ratings,Review Website,Brand Name
34,MG Hector is an amazing car. Really comfortable and delivers wonderful mileage.,"On: Dec 07, 2019 | 473 Views",,www.cardekho.com,MG Hector
35,"As I shut the door of the Hector, the door's thud surprised me. It is a solid car. The acceleration was decent and the power delivery is great. The space in the back seat is amazing. The quality is top-notch as you expect from a 20+ lac car. The thing that annoyed me is the screen, it's laggy. The basic functions like the A.C. and the 360 camera se...Read More","On: Dec 06, 2019 | 86 Views",,www.cardekho.com,MG Hector
36,"There is no manufacturing defect from the brand\'s end. Also, we haven\'t been reported regarding any issues in the car. Proper oiling and maintenance of the mechanixcs in the car will prevent the car from defects.","On: Dec 06, 2019 | 612 Views",,www.cardekho.com,MG Hector
37,"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More","On: Dec 04, 2019 | 53 Views",,www.cardekho.com,MG Hector
38,What a smooth and powerful car. Great looks and fuel-efficient. Value for money and highly recommended.,"On: Dec 06, 2019 | 45 Views",,www.cardekho.com,MG Hector
39,"Purchased petrol hybrid variant on Aug-19 and Completed 5,500Kms. There is nothing more I can add to its good points, mostly all were covered in other reviews. I would like to advise from my experience for Petrol variant that it does not have sufficient power for faster pickup and sporty drive. You should treat this beast gently to get better milea...Read More","On: Dec 05, 2019 | 41 Views",,www.cardekho.com,MG Hector
40,"Fantastic car, great pick-up, comfortable seats. Controlling system is excellent, smooth to drive.","On: Dec 05, 2019 | 145 Views",,www.cardekho.com,MG Hector
41,"Best in the segment. Better from the Fortuner and Endeavor. The voice control smart technology, I couldn't find it anywhere.","On: Dec 05, 2019 | 46 Views",,www.cardekho.com,MG Hector
42,"The best car ever saw. Amazing driving experience and handling quality. The better interior can be made by making it airy, you can go for it if you have a family then go for it. Read More","On: Dec 05, 2019 | 567 Views",,www.cardekho.com,MG Hector
43,Best car and interior so far. Lovely design and quality are superb.,"Expected Launch: Jan 15, 2020",,www.cardekho.com,MG Hector
44,Superb interior and custom design. Awesomely running and very comfortable.,"Expected Launch: Jun 01, 2020",,www.cardekho.com,MG Hector
45,"This car is giving a lot of features, function, and comfort to the passengers. It has a true feel of an SUV.","Expected Launch: Mar 06, 2021",,www.cardekho.com,MG Hector
46,It is better than Kia Seltos and the price is also good. The best car in the segment which gives you many features. If you want to open sunroof yon can simply say I am feeling hot or you can say anything to it. Read More,"Expected Launch: Oct 15, 2020",,www.cardekho.com,MG Hector
47,I drove MG Hector (Sharp) Petrol Hybrid for more than 1000kms. Both in city traffic (200km) and on national highway (800km). It gives superior comfort for drivers/passengers. HiTech features make you feel like you are in full control of the car. No complaints in this section. Overall I am very happy. After driving it on different roads in city & h...Read More,"Expected Launch: Jun 06, 2020",,www.cardekho.com,MG Hector
48,"Very nice design and stylish car. The interior of the hector is amazing and the touch screen is like a tab. The alloy wheel of the hector is beautiful, exterior and interiors too. The ground clearance of hector is ample. I like the interior options. The headlight was very nice and the backlight is also good. The boot space was so spacious. I like M...Read More","On: Dec 04, 2019 | 3060 Views",,www.cardekho.com,MG Hector
49,MG Hector is a very experienced vehicle. It is made by Morris Garages (Mg) Hector. Its budget is very low and has advanced features. Its massive sunroof gives a pleasant feel to the cabin. Its touch screen is also controlled by voice. Its leg space is massive. Its price starts from 12.17 lakh. I really want to buy this car. Read More,"On: Dec 03, 2019 | 55 Views",,www.cardekho.com,MG Hector
50,"Surely we can say it is a perfect fully loaded SUV model, well done by MG, Hector is stepping stone of our future cars.","On: Dec 04, 2019 | 814 Views",,www.cardekho.com,MG Hector
51,"Read a few reviews where people alleged very low fuel efficiency. On a normal day in Delhi (route Noida Gurgaon at 9 AM) and (Gurgaon Noida 7 PM), my car has given an average of 12 kmpl. And while travelling bumper to bumper, it is 9-10kmpl. Read More","On: Nov 30, 2019 | 44 Views",,www.cardekho.com,MG Hector
52,"The perfect size car with the best class infotainment system and interiors. The tyres and the rims are eye-catchy and the front lights are alluring. The best car in its segment with appearance and power, with huge space, the car packs a good load and is great for trips and adventures. The company will get a huge advantage in the Indian market. Read More","On: Dec 01, 2019 | 46 Views",,www.cardekho.com,MG Hector
53,Can't comment over the engine quality because British cars are amazing in quality check. Build quality and features are also good.,"On: Dec 01, 2019 | 284 Views",,www.cardekho.com,MG Hector
54,"Excellent car in the world so far. It is best for long tours. Also, the logo of the car is impressive.","On: Nov 30, 2019 | 41 Views",,www.cardekho.com,MG Hector
55,Very affordable range and super high-quality car. Very comfortable seating and quite silent. The A.C. system and circulation are pretty good.,"On: Dec 02, 2019 | 49 Views",,www.cardekho.com,MG Hector
56,"Nice features at less cost, It's helpful for everyone and it's featured as same as Jeep Compass.","On: Dec 01, 2019 | 40 Views",,www.cardekho.com,MG Hector
57,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the mileage, Hector is an SUV but still offers great mileage of around 16kmpl. The dimensions of the car are humungou...Read More","On: Dec 01, 2019 | 107 Views",,www.cardekho.com,MG Hector
58,"Best and brilliant car by MG. If we compare the cars in Hector's price range Jeep compass is overprized, no premium features, and no comfort. Tata Harrier is fair and the interior is worst. The segment king Hyundai Creta is just like I20 wearing heels it is not a car Worth buying. I waited for mg was confused in hector and Creta but Hector was just...Read More","On: Nov 28, 2019 | 557 Views",,www.cardekho.com,MG Hector
59,"Got a chance to drive this car. I didn't expect that the petrol hybrid engine gives this type of power. This engine is really awesome. The 1.5 ltr hybrid engine gives a lot of power in the mid-range up-to 2000 rpm some amount of lag is there but it pulls up pretty quick. The safety features of this car are very good, 6 airbags, Abs, EBD, TC, Hill h...Read More","On: Nov 30, 2019 | 1613 Views",,www.cardekho.com,MG Hector
60,Nice car and a strong body. The leather seats are average. Suspension and space are good here. there is no engine sound. Everything is perfect.,"On: Nov 29, 2019 | 777 Views",,www.cardekho.com,MG Hector
61,It was an amazing experience. I am very proud to own this car.,"On: Nov 30, 2019 | 51 Views",,www.cardekho.com,MG Hector
62,"MG HECTOR is one of the best and fully loaded SUV, which was provided at a lower cost in all variants. Ride quality and looks are also good. Comfortable seats, panoramic sunroof and AC performance are fabulous. Value for money. Read More","On: Nov 29, 2019 | 694 Views",,www.cardekho.com,MG Hector
63,"Best in the class segment! Highest cabin space in this segment with the best interior and exterior. If you are an SUV lover, then go for it.","On: Nov 29, 2019 | 162 Views",,www.cardekho.com,MG Hector
64,This car's voice command system is really good and it's look is also good so I would give it a five-star rating.,"On: Nov 29, 2019 | 45 Views",,www.cardekho.com,MG Hector
65,Smooth drive and fantastic looks. Everything is amazing here in this car.,"On: Nov 28, 2019 | 40 Views",,www.cardekho.com,MG Hector
66,"Such a high rated and luxurious class segment car. It has great looks and great features. Fully automatic loaded features. High ground clearance, big boot space, electronically  adjustable seats and sensors I mostly like features in this car. Voice control feature giving amazing feel driving this car. Read More","On: Nov 30, 2019 | 40 Views",,www.cardekho.com,MG Hector
67,"There is no manufacturing defect from the brand\'s end. Also, we haven\'t been reported regarding any issues in the car. Proper oiling and maintenance of the mechanixcs in the car will prevent the car from defects.","On: Nov 28, 2019 | 34 Views",,www.cardekho.com,MG Hector
68,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of the electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the milage, hector is an SUV but still offers great mileage of around 16km/l. The dimensions of the car are humun...Read More","On: Nov 28, 2019 | 4102 Views",,www.cardekho.com,MG Hector
69,"It is the best car in India and in low price, we get a luxury car. We feel better inside the car and it goes smooth on the road. The interior design is too better than other cars and the interesting thing is the sunroof as is not single, it is double sunroof. Read More","On: Nov 27, 2019 | 261 Views",,www.cardekho.com,MG Hector
70,The car is good on cosmetics but I don't think that you can trust the engine for the long run. MG still needs to take care and refine the engine according to Indian road conditions. Giving a variety of features won't help if there is an issue in engine quality. The mileage is also very less and gives 7 KMPL on the highways. Read More,"On: Nov 27, 2019 | 106 Views",,www.cardekho.com,MG Hector
71,MG Hector is the best mid-size SUV. It feels like luxury cars with the best automatic functions. This car is almost best in everything but its mileage is not too high.,"On: Nov 28, 2019 | 34 Views",,www.cardekho.com,MG Hector
72,This is a perfect SUV. This gives a real feel of SUV it is having so much space for your luggage and persons sitting in it. I think it is the best SUV in this price range. This car is having a nice sound system. I am having its petrol variant. MG also provides diesel variant. Read More,"On: Nov 28, 2019 | 28 Views",,www.cardekho.com,MG Hector
73,"It is a nice car, it has a very good system, the interior design of the car is very good and comfortable, the speakers of this car are very good.","On: Nov 28, 2019 | 56 Views",,www.cardekho.com,MG Hector
74,The best car at this budget including all the features and especially the Internet inside concept. This car includes a very nice experience.,"On: Nov 27, 2019 | 32 Views",,www.cardekho.com,MG Hector
75,This is the best car under 20 lacs with lots of features and it is better than other cars and the best car.,"On: Nov 26, 2019 | 33 Views",,www.cardekho.com,MG Hector
76,"MG Hector has the best engine and suspension. It has great pickup and an awesome music system. Overall, It is a value for money car.","On: Nov 28, 2019 | 39 Views",,www.cardekho.com,MG Hector
77,"It is a complete package whether you are thriving for power or safety features, MG Hector has it all. The company has left no stones unturned when it comes to the body layout, it looks massive and beautiful at the same time. The interiors of the car are of premium quality and certainly makes the user feel true value for the money. Read More","On: Nov 28, 2019 | 116 Views",,www.cardekho.com,MG Hector
78,"It's an amazing car. I like it, it is awesome. The features and everything is good and it has good braking. The mileage is also good.","Expected Launch: Jan 15, 2020",,www.cardekho.com,MG Hector
79,"Awesome car with excellent quality features, voice control, excellent looks like a beast and worth for money.","Expected Launch: Jun 01, 2020",,www.cardekho.com,MG Hector
80,"I like spacious interior packed with features, refined engine and strong road presence. Fit and finish could be better and the infotainment system is a bit lacky. You just can't miss this car as its sheer size hits you before you even start focusing on the design detail. Read More","Expected Launch: Mar 06, 2021",,www.cardekho.com,MG Hector
81,"Nice car with good and heavy looks. It is better than other SUVs. It has nice interiors with best ground clearance and looks like a big SUV. I looked it for the first time and what a great SUV with great design, interiors, great fog lights and nice exteriors. It is the best SUV in 15 lacs. Read More","Expected Launch: Oct 15, 2020",,www.cardekho.com,MG Hector
82,I just love this car. Most advanced car in this price segment and one of the most luxurious car.,"Expected Launch: Jun 06, 2020",,www.cardekho.com,MG Hector
83,The car is very comfortable and looks are awesome. Worth for money and boot space is very comfortable. The 360-degree camera is also very useful and the sunroof is also very good. Read More,"On: Nov 23, 2019 | 4598 Views",,www.cardekho.com,MG Hector
84,"Best build quality in its segment, good cabin insulation from the outside world, less NVH level, cabin cooling capacity is quite good.","On: Nov 25, 2019 | 814 Views",,www.cardekho.com,MG Hector
85,The performance is good. The sunroof is very nice. It is an internet car. AC condition is good in performance.,"On: Nov 24, 2019 | 1897 Views",,www.cardekho.com,MG Hector
86,The car facility is cool and fantastic. It looks awesome and the tyres have a strong grip.,"On: Nov 24, 2019 | 49 Views",,www.cardekho.com,MG Hector
87,Nice car with all features of luxury cars. There is enough space. The price range is good in this segment. It is stylish.,"On: Nov 23, 2019 | 692 Views",,www.cardekho.com,MG Hector
88,"This is the best and only internet car available in India, all functions are operated by mobile app one touch plus the flexibility of seating system and ride comfortable control also nice both in city and highway for long journeys as its first car from Morrise garage its really commendable job from them. Read More","On: Nov 26, 2019 | 37 Views",,www.cardekho.com,MG Hector
89,"The length and wheelbase are the largest amongst its rivals, though the narrow girth and excessive rear overhang do throw proportions off a bit. The 17-inch wheels also look a size too small. Generous use of chrome means the Hector is big on bling and elements like the split LED DRLs and headlamps set up ensure the MG grabs attention. The MG's cabi...Read More","On: Nov 25, 2019 | 31 Views",,www.cardekho.com,MG Hector
90,"Beautiful car with great performance. Looks are great with a very huge cabin space like other cars. Very comfortable for front and rear passengers but disappointed with the mileage as it is only 5 - 7 KMPL, seriously. If you don't have issues with mileage this car is good and great. But don't waste your money on the hybrid model as in hybrid model ...Read More","On: Nov 25, 2019 | 32 Views",,www.cardekho.com,MG Hector
91,"MG IS A WONDERFULL CAR. MG HAS BROKEN ALL RECORDS AGAINST TATA HARRIER HYUNDAI CRETA, AND XUV 500. THESE ALL CARS SALES ARE GOING DOWN DAY BY DAY. THE SALE OF HECTOR IS GROWING UP THATS GREAT EXCELLENT CAR I LOVE THIS CAR. Read More","On: Nov 24, 2019 | 29 Views",,www.cardekho.com,MG Hector
92,Excellent car. The price is the best. Comfortable drive and seating. Internet car. AC is the best. Safety car. Engine is smooth and the sound is smooth. I have driven this car. Ground clearance is best and height is better. Car facilities are best. Comfortable drive as compared to other cars. Read More,"On: Nov 24, 2019 | 91 Views",,www.cardekho.com,MG Hector
93,Looking very classy and luxury. Leg space is pretty good. Very comfortable while driving.,"On: Nov 22, 2019 | 40 Views",,www.cardekho.com,MG Hector
94,"It is a very good car in my life I have ever seen so, brilliant work by MG company and also for the internet inside.","On: Nov 22, 2019 | 30 Views",,www.cardekho.com,MG Hector
95,"The superb car, Drive is amazing and also that car has a voice commands so it gives very good feel when we drive. ","On: Nov 21, 2019 | 270 Views",,www.cardekho.com,MG Hector
96,This car is overrated and doesn't match the hype it created. It doesn't have a good ride quality. ,"On: Nov 21, 2019 | 81 Views",,www.cardekho.com,MG Hector
97,MG Hector is the most luxurious car in the Indian market at the cheapest price. The showrooms of MG are very nice and the service of this car is quite good. Love you MG.,"On: Nov 20, 2019 | 37 Views",,www.cardekho.com,MG Hector
98,"There is no manufacturing defect from the brand\'s end. Also, we haven\'t been reported regarding any issues in the car. Proper oiling and maintenance of the mechanixcs in the car will prevent the car from defects.","On: Nov 20, 2019 | 167 Views",,www.cardekho.com,MG Hector
99,"MG HECTOR is one of the best and fully loaded SUVs, which was provided at a lower cost in all variants. Ride quality and looks also good. Comfortable seats, panoramic sunroof, inside the internet and AC performance fabulous and it is a very practical car. Mileage is also very good which we get in cities or on highways although you can say that this...Read More","On: Nov 22, 2019 | 33 Views",,www.cardekho.com,MG Hector
100,"However MG Hector top model gets all the features that are awesome but in mid-model and basic model we can get very fewer features at that price but any way they gives a powerful engine and high body quality so overall, this vehicle is a nice vehicle but only one this company available only in Chennai in the whole Tamilnadu. Read More","On: Nov 22, 2019 | 37 Views",,www.cardekho.com,MG Hector
101,"This car is awesome with great features. I love this car and the looks of the car. The interior is very clean and attractive. Excellent performance, awesome, and a lovely car. I have a Honda City as well. But I sold that car because of the performance and bought Hector and I feel so glad and excited when I drive Hector. Read More","On: Nov 21, 2019 | 36 Views",,www.cardekho.com,MG Hector
102,Hector is a nice SUV. I have experienced a wonderful feeling by seating or driving this SUV car. It is a very comfortable car. I think that its speed is more than kia seltos. Its music system is also better than the other cars which is in Hector's range. I will recommend everyone to buy this wonderful SUV car. Read More,"On: Nov 21, 2019 | 26 Views",,www.cardekho.com,MG Hector
103,"From the day I saw this beast MG Hector which catches my heart and soul, Since the first time I grabbed it in my hands I felt like this is it, its all I ever wanted. Really inside of the car and the exterior looks awesome and the comfort is just to a next level of imagination for Indians, its hello MG internet feature takes the car industry of medi...Read More","On: Nov 17, 2019 | 1103 Views",,www.cardekho.com,MG Hector
104,"Good mileage and best-running condition, power brakes, and best safety features and the body height is nice.","On: Nov 20, 2019 | 749 Views",,www.cardekho.com,MG Hector
105,"Hector is a great car, best handling, and torque I have ever experienced. AIl functions work good and the car generates ultimate power.","On: Nov 19, 2019 | 2129 Views",,www.cardekho.com,MG Hector
106,"Good car, the look is beautiful, sunroof is good, the functions in the car are very good.","On: Nov 17, 2019 | 151 Views",,www.cardekho.com,MG Hector
107,"Nice and best car ever. Nice features at a very affordable price, beautiful interior and classic exterior.","On: Nov 18, 2019 | 113 Views",,www.cardekho.com,MG Hector
108,"Good Looking and best in the segment. The company is based in China and the UK basically. Talking about build quality & crash test rating, Let me tell you that, it got 5 stars in the China NCAP crash test. It offers many features at this price range. It Strongly competes with Tata Harier & KIA Seltos. Read More","On: Nov 18, 2019 | 36 Views",,www.cardekho.com,MG Hector
109,"The cabin of MG Hector wears a more functional design, but there are some interesting bits like the shapely digital instrument cluster and the unconventional gear lever, which add a smattering of flair. The large digital speedo is easy to read, but the tachometer isn't. As if to make the point that this is not a sporty car, the rev tacho bar graph ...Read More","On: Nov 17, 2019 | 37 Views",,www.cardekho.com,MG Hector
110,"MG Hector has got best design and comfort, car is just a boom but smooth as butter, performance of engine is awesome, you will feel like you are sitting in a plane in business class, MG hector has all the feature of top-class car and very satisfying especially on Indian roads Hector performed very effectively, Ground clearance is best in class, And...Read More","On: Nov 18, 2019 | 27 Views",,www.cardekho.com,MG Hector
111,"When we board into this vehicle MG Hector you will feel like you are sitting in a car which is too much of a premium car that costs 40 lakhs, though its a Chinese car it doesn't look like it, MG need to improve its service points at the earliest. Read More","On: Nov 20, 2019 | 49 Views",,www.cardekho.com,MG Hector
112,MG Hector is an amazing car. This is a stylish car. All the cars of MG are amazing. MG Hector is one of the best cars. No other car can be compared with this car. Interior and the features of the car are amazing. It is a luxurious car. It is my dream car. Middle-class family can afford this car. Read More,"On: Nov 18, 2019 | 29 Views",,www.cardekho.com,MG Hector
113,"MG Hector is the best in the class car, awesome looks with great luxury feature especially the 360 view camera and the full sunroof. ","Expected Launch: Jan 15, 2020",,www.cardekho.com,MG Hector
114,"MG Hector is a nice car, nice interior and all variant are superb, superb design, interior, safety system, the average is nice, good for the long route. A complete car, adequate seating for 4-5 persons, this is best for a small family. Read More","Expected Launch: Jun 01, 2020",,www.cardekho.com,MG Hector
115,"MG Hector is a superb car, best in power, you feel the real luxury in this car. Five stars for this lovely beast. It's a luxurious powerful vehicle. ","Expected Launch: Mar 06, 2021",,www.cardekho.com,MG Hector
116,"MG Hector is an excellent car. Features are also excellent. Everything is good in this car, power, voice control, just like an Audi or BMW.","Expected Launch: Oct 15, 2020",,www.cardekho.com,MG Hector
117,"Mg Hector feeling is like a luxurious car and a very costly car. Feels like Fortuner. Its ""hello mg"" feature helps a lot while driving.","Expected Launch: Jun 06, 2020",,www.cardekho.com,MG Hector
118,MG Hector has got stunning looks and features makes it the best car and the lighting styling and sunroof add to the marvel.,"On: Nov 17, 2019 | 683 Views",,www.cardekho.com,MG Hector
119,"MG Hector is an amazing car It is as good as an Audi Q7 the most attractive is the technology in this car and for me the sunroof and moonroof. The car is spacious the trunk is also huge and the price is also not that high, features are also amazing also the logo of the car is very attractive and design also not to forget the headlights and the tail...Read More","On: Nov 17, 2019 | 1900 Views",,www.cardekho.com,MG Hector
120,"MG hector one of the best competitor in SUV segment cars. IN MG hector all the feature are top class and very satisfying especially in Indian roads hector performed very effectively, Ground clearance is best in class. Read More","On: Nov 15, 2019 | 1591 Views",,www.cardekho.com,MG Hector
121,"MG Hector has an eye-catching design, massive proportions and new-age tech make it a well-rounded package that should definitely be on the radar of prospective mid-size SUV owners. Though truly a rival for the Tata Harrier, Mahindra XUV500 and Jeep Compass in terms of its sheer size, keen pricing has also placed it precariously close to the likes o...Read More","On: Nov 15, 2019 | 485 Views",,www.cardekho.com,MG Hector
122,"Done 2 months with MG Hector. Loved each moment I drove it. Somehow managed to get over 10 Kmpl avg after 2000km on Petrol DCT Automatic driving in Delhi NCR. If anything that could have been better, I wish suspensions were as good as those of Jeep Compass. Nevertheless, better suspensions than many others in the segment. Read More","On: Nov 13, 2019 | 144 Views",,www.cardekho.com,MG Hector
123,MG Hector is the best car in SUV because of its features and functions and its good look This is the car which hits and left all car behind by its selling point of view. I am a lover of this car too much. Read More,"On: Nov 17, 2019 | 27 Views",,www.cardekho.com,MG Hector
124,"One of the best car in the market currently. Yes MG Hector is everything that a customer can wish for. It uses the best engines, it has the best infotainment, best speakers, best aesthetic looks, imposing front grille, biggest sunroof, largest boot, best AI, most comfortable seating and what not. You ask for a feature and its there. This also happe...Read More","On: Nov 16, 2019 | 29 Views",,www.cardekho.com,MG Hector
125,"Very stable and secure car from one of the leading SUV's MG Hector, Great design and interior implementation gives them an excellent look. Its 1965 cc engine creates a lightning power for an average of about 15-16 kmpl. Its a very good family pack for all those things and maintains an economic range. Go for it if you buy in this price segment witho...Read More","On: Nov 13, 2019 | 28 Views",,www.cardekho.com,MG Hector
126,"Dreaming a lot to buy a car and searching which to buy, finally seen MG Hector fallen in love with the car, the MG pick-up is awesome with 2 persons, slightly slow with 5 to 6 members and once the engine turned off on the road while driving, I got tension and found the problem is in the fuel change, overall superb car ever bought this is my first c...Read More","On: Nov 13, 2019 | 25 Views",,www.cardekho.com,MG Hector
127,"The Hector looks the business, no two ways about it. The imposing hexagonal grille, the heavy chrome lining, and black detailing interspersed within the split LED headlamps, with their main units tucked into a recess, all make for a car that grabs your attention immediately, and holds on to it. For anyone wondering if these units are more prone to ...Read More","On: Nov 16, 2019 | 161 Views",,www.cardekho.com,MG Hector
128,Hector has an exclusive price and the best quality. This is a very good feature car because this car has internet and voice command.,"On: Nov 12, 2019 | 2079 Views",,www.cardekho.com,MG Hector
129,"There is no manufacturing defect from the brand\'s end. Also, we haven\'t been reported regarding any issues in the car. Proper oiling and maintenance of the mechanixcs in the car will prevent the car from defects.","On: Nov 13, 2019 | 858 Views",,www.cardekho.com,MG Hector
130,MG Hector is my dream car. It is a very good looking car. It has a beautiful look rather than others. Its interior is very beautiful and looks like a luxury car from the interior. It has also the best build quality. It is best for running on Indian roads. It's a very beautiful SUV car. It can defeat the craze of Scorpio as it has many features than...Read More,"On: Nov 13, 2019 | 1570 Views",,www.cardekho.com,MG Hector
131,I bought the MG Hector Super Diesel MT after going through the specs and features. The fuel efficiency of the car is very good. The car is very spacious and comfortable for long journeys. Read More,"On: Nov 12, 2019 | 36 Views",,www.cardekho.com,MG Hector
